STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1993,,32344514,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1994,,32678691.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1995,,32929580.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1996,,33046363,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1997,,33165481.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1998,,33229814.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,1999,,33049748.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2000,,32814837,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2001,,32592263.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2002,,32402259,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2003,,32191213.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2004,,31979413.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2005,,31778283,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2006,,31536886,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2007,,31342655,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2008,,31147191.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2009,,30922442.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2010,,30779684,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2011,,30432656,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2012,,30178633,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2013,,29856798,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2014,,29516313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2015,,29179878.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2016,,28878359.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2017,,28618871.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2018,,28512153.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2019,,28521955,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2020,,28473292.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2021,,28266120.067356,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y30T34,From 30 to 34 years,H,Historical,2022,,28087004.833406,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1970,,31728601,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1971,,31495706.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1972,,31147651.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1973,,30664126.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1974,,30283469,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1975,,30016018.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1976,,29719765.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1977,,29443520.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1978,,29166918.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1979,,28849669,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1980,,28569046,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1981,,28309409,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1982,,27991387.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1983,,27670080,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1984,,27293289,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1985,,26890235.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1986,,26534554.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1987,,26212590.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1988,,26008024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1989,,25871444.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1990,,25738244.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1991,,25531737,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1992,,25146971.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1993,,24784141,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1994,,24295732.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1995,,23739350,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1996,,23221394,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1997,,22793978.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1998,,22428254.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,1999,,22205942.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2000,,22131570,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2001,,22053751,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2002,,22000418.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2003,,22019015,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2004,,22038345.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2005,,22043890,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2006,,22076022,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2007,,22201663.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2008,,22408291,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2009,,22618325.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2010,,22800879,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2011,,22806777.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2012,,22699147.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2013,,22431374.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2014,,22164498,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2015,,21949376,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2016,,21835904,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2017,,21785831.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2018,,21718604,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2019,,21564955,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2020,,21352178.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2021,,21024248.046572,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2022,,20678480.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1970,,63.873268548093,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1971,,63.8339997596447,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1972,,63.8587521183147,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1973,,63.896966794833,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1974,,63.9214923442857,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1975,,63.9331256990229,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1976,,63.9847128985457,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1977,,64.0553671057057,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1978,,64.1650194083441,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1979,,64.3355950983769,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1980,,64.6130858910426,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1981,,65.0216068642637,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1982,,65.5195934129818,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1983,,66.0565716180122,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1984,,66.4888220037696,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1985,,66.7070240276211,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1986,,66.7956066523521,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1987,,66.8773920924319,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1988,,66.9316544080339,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PT_POP,Percentage of population,_T,Total,Y15T64,From 15 to 64 years,H,Historical,1989,,66.979384365363,,A,Normal value,0,Units,1,One
